accident_id,date,time,weekday,city,area_type,vehicle_type,road_condition,light_condition,vehicles_involved,severity,latitude,longitude
4089,2024-04-09,07:52,Tuesday,Chennai,Highway,Bike,Damaged,Day,1,Serious,13.061809,80.221187
4090,2024-10-10,05:05,Thursday,Mumbai,Rural,Car,Dry,Night,2,Minor,19.038219,72.88718
4091,2024-08-06,15:11,Tuesday,Bangalore,Urban,Bike,Damaged,Day,3,Minor,12.98204,77.634357
4092,2024-05-05,03:42,Sunday,Chennai,Rural,Truck,Wet,Night,1,Fatal,13.03348,80.22127
4093,2024-02-23,20:37,Friday,Bangalore,Rural,Bus,Wet,Night,2,Serious,13.003683,77.562016
4094,2024-05-30,09:33,Thursday,Mumbai,Rural,Bike,Damaged,Day,4,Minor,19.037373,72.919015
4095,2024-06-09,09:46,Sunday,Chennai,Rural,Bus,Damaged,Day,1,Minor,13.044057,80.318337
4096,2024-01-30,22:44,Tuesday,Chennai,Urban,Bike,Wet,Night,2,Fatal,13.086004,80.239338
4097,2024-01-17,08:03,Wednesday,Bangalore,Highway,Bike,Damaged,Day,1,Serious,13.007705,77.599132
4098,2024-04-13,09:40,Saturday,Bangalore,Urban,Bike,Dry,Day,1,Minor,12.959644,77.612726
4099,2024-01-13,11:55,Saturday,Mumbai,Urban,Truck,Damaged,Day,1,Minor,19.080638,72.841583
4100,2024-06-28,05:45,Friday,Chennai,Rural,Bike,Wet,Night,2,Fatal,13.098254,80.224993
4101,2024-03-24,02:14,Sunday,Bangalore,Urban,Bus,Wet,Night,3,Serious,12.994155,77.561162
4102,2024-04-20,05:56,Saturday,Chennai,Rural,Car,Dry,Night,1,Minor,13.072789,80.271254
4103,2024-02-27,13:59,Tuesday,Chennai,Highway,Bus,Damaged,Day,2,Serious,13.128008,80.221406
4104,2024-06-12,03:21,Wednesday,Mumbai,Highway,Bus,Wet,Night,2,Fatal,19.069231,72.851086
4105,2024-01-09,05:10,Tuesday,Bangalore,Highway,Truck,Dry,Night,4,Fatal,12.990177,77.637707
4106,2024-06-22,06:41,Saturday,Bangalore,Rural,Car,Wet,Day,2,Minor,12.92936,77.596791
4107,2024-02-08,01:42,Thursday,Delhi,Urban,Bus,Wet,Night,3,Serious,28.654363,77.078446
4108,2024-06-12,05:35,Wednesday,Delhi,Rural,Bus,Wet,Night,1,Serious,28.677368,77.102157
4109,2024-05-08,13:28,Wednesday,Chennai,Urban,Car,Damaged,Day,2,Minor,13.132319,80.285741
4110,2024-07-20,08:42,Saturday,Delhi,Urban,Truck,Damaged,Day,2,Minor,28.686293,77.124289
4111,2024-01-04,02:31,Thursday,Mumbai,Rural,Bike,Wet,Night,4,Fatal,19.050237,72.900208
4112,2024-10-07,05:36,Monday,Bangalore,Urban,Bike,Dry,Night,1,Serious,12.957701,77.553599
4113,2024-03-21,02:52,Thursday,Mumbai,Rural,Car,Wet,Night,2,Serious,19.110983,72.881116
4114,2024-02-07,19:38,Wednesday,Bangalore,Rural,Car,Dry,Night,3,Minor,12.925746,77.57608
4115,2024-02-03,21:30,Saturday,Delhi,Rural,Car,Damaged,Night,1,Serious,28.700189,77.119329
4116,2024-05-19,17:22,Sunday,Chennai,Highway,Bus,Damaged,Day,4,Serious,13.127913,80.283776
4117,2024-02-15,05:57,Thursday,Delhi,Urban,Bus,Damaged,Night,1,Serious,28.684891,77.082276
4118,2024-12-16,02:15,Monday,Bangalore,Highway,Car,Dry,Night,1,Serious,13.021279,77.639483
4119,2024-05-20,10:44,Monday,Chennai,Rural,Bus,Wet,Day,4,Minor,13.074309,80.227823
4120,2024-06-22,04:17,Saturday,Chennai,Highway,Car,Dry,Night,4,Serious,13.036601,80.236028
4121,2024-02-18,14:27,Sunday,Delhi,Rural,Car,Wet,Day,4,Minor,28.729938,77.056512
4122,2024-03-19,21:13,Tuesday,Bangalore,Rural,Truck,Dry,Night,3,Serious,12.966812,77.631998
4123,2024-08-13,14:42,Tuesday,Mumbai,Rural,Bike,Damaged,Day,2,Minor,19.031932,72.919441
4124,2024-11-21,18:41,Thursday,Mumbai,Highway,Truck,Damaged,Day,4,Serious,19.104384,72.863776
4125,2024-09-14,15:11,Saturday,Chennai,Urban,Bike,Dry,Day,3,Minor,13.102759,80.309875
4126,2024-11-17,00:10,Sunday,Delhi,Urban,Bike,Damaged,Night,4,Serious,28.720698,77.072045
4127,2024-11-06,16:19,Wednesday,Chennai,Rural,Truck,Wet,Day,2,Serious,13.100433,80.245546
4128,2024-10-12,07:20,Saturday,Chennai,Highway,Truck,Dry,Day,2,Serious,13.092981,80.276007
4129,2024-10-10,13:42,Thursday,Chennai,Rural,Bike,Dry,Day,4,Minor,13.057593,80.318031
4130,2024-04-25,07:54,Thursday,Delhi,Urban,Bus,Damaged,Day,2,Minor,28.659752,77.062936
4131,2024-08-05,06:15,Monday,Delhi,Urban,Car,Wet,Day,2,Minor,28.663287,77.092336
4132,2024-04-10,08:56,Wednesday,Delhi,Urban,Bus,Dry,Day,4,Minor,28.671233,77.139374
4133,2024-10-11,13:11,Friday,Mumbai,Urban,Truck,Wet,Day,1,Serious,19.054331,72.854334
4134,2024-07-04,22:07,Thursday,Delhi,Urban,Truck,Wet,Night,2,Fatal,28.662505,77.063025
4135,2024-06-22,08:56,Saturday,Delhi,Rural,Truck,Wet,Day,3,Serious,28.67077,77.133795
4136,2024-11-19,17:34,Tuesday,Delhi,Urban,Truck,Wet,Day,2,Serious,28.704667,77.142423
4137,2024-02-08,05:39,Thursday,Bangalore,Urban,Bus,Wet,Night,4,Serious,12.985768,77.561964
4138,2024-05-08,21:24,Wednesday,Delhi,Urban,Bus,Dry,Night,3,Minor,28.698193,77.07293
4139,2024-04-19,20:58,Friday,Chennai,Rural,Car,Wet,Night,2,Serious,13.118107,80.226816
4140,2024-06-10,03:16,Monday,Delhi,Highway,Car,Damaged,Night,2,Fatal,28.739763,77.100511
4141,2024-10-18,05:58,Friday,Mumbai,Urban,Truck,Wet,Night,2,Fatal,19.052008,72.901715
4142,2024-02-09,00:46,Friday,Bangalore,Urban,Truck,Wet,Night,3,Fatal,13.012009,77.568461
4143,2024-09-01,17:40,Sunday,Chennai,Urban,Truck,Dry,Day,1,Minor,13.131479,80.284269
4144,2024-05-17,20:26,Friday,Bangalore,Rural,Bus,Damaged,Night,4,Serious,12.933023,77.547248
4145,2024-10-31,20:26,Thursday,Mumbai,Highway,Bus,Wet,Night,1,Fatal,19.114095,72.842404
4146,2024-02-02,16:58,Friday,Chennai,Highway,Car,Wet,Day,3,Serious,13.033595,80.228453
4147,2024-05-16,14:05,Thursday,Delhi,Highway,Car,Dry,Day,1,Minor,28.744139,77.084342
4148,2024-03-12,23:12,Tuesday,Bangalore,Rural,Car,Dry,Night,3,Minor,12.997754,77.563325
4149,2024-09-03,05:35,Tuesday,Chennai,Highway,Bike,Damaged,Night,2,Fatal,13.043982,80.237965
4150,2024-10-10,12:56,Thursday,Bangalore,Rural,Truck,Dry,Day,3,Minor,12.925269,77.590809
4151,2024-07-21,12:39,Sunday,Chennai,Highway,Truck,Dry,Day,1,Serious,13.125844,80.285433
4152,2024-05-26,02:17,Sunday,Delhi,Urban,Truck,Wet,Night,1,Fatal,28.718264,77.074784
4153,2024-09-07,05:15,Saturday,Chennai,Urban,Truck,Damaged,Night,3,Serious,13.049666,80.291163
4154,2024-06-13,23:38,Thursday,Delhi,Rural,Truck,Damaged,Night,4,Serious,28.723853,77.073834
4155,2024-09-07,22:48,Saturday,Mumbai,Highway,Bike,Dry,Night,3,Fatal,19.057439,72.875486
4156,2024-08-28,21:52,Wednesday,Mumbai,Rural,Bus,Wet,Night,1,Serious,19.072905,72.899689
4157,2024-02-21,01:23,Wednesday,Mumbai,Highway,Truck,Damaged,Night,1,Fatal,19.057646,72.904888
4158,2024-04-27,18:03,Saturday,Mumbai,Rural,Bus,Damaged,Day,1,Minor,19.113457,72.880774
4159,2024-10-09,20:26,Wednesday,Chennai,Rural,Car,Damaged,Night,4,Serious,13.053848,80.251425
4160,2024-08-27,12:01,Tuesday,Chennai,Rural,Car,Dry,Day,1,Minor,13.038394,80.270741
4161,2024-03-07,12:10,Thursday,Mumbai,Rural,Truck,Damaged,Day,3,Minor,19.117488,72.88034
4162,2024-03-07,08:22,Thursday,Delhi,Urban,Truck,Damaged,Day,2,Minor,28.686265,77.08985
4163,2024-06-21,05:51,Friday,Delhi,Highway,Bike,Wet,Night,4,Fatal,28.730478,77.147021
4164,2024-06-18,01:52,Tuesday,Chennai,Highway,Bus,Damaged,Night,3,Fatal,13.110044,80.252974
4165,2024-04-24,15:56,Wednesday,Delhi,Highway,Truck,Damaged,Day,2,Serious,28.687126,77.069546
4166,2024-06-18,23:35,Tuesday,Delhi,Rural,Bus,Damaged,Night,1,Serious,28.662329,77.101677
4167,2024-06-15,05:54,Saturday,Mumbai,Rural,Bike,Damaged,Night,3,Serious,19.082261,72.903779
4168,2024-08-07,10:56,Wednesday,Mumbai,Urban,Bus,Wet,Day,3,Minor,19.093864,72.88618
4169,2024-10-15,19:03,Tuesday,Mumbai,Urban,Bike,Damaged,Night,3,Serious,19.05292,72.871466
4170,2024-01-31,17:16,Wednesday,Bangalore,Rural,Car,Dry,Day,3,Minor,12.93595,77.601023
4171,2024-06-12,15:56,Wednesday,Delhi,Urban,Truck,Dry,Day,2,Minor,28.721671,77.113327
4172,2024-09-03,12:45,Tuesday,Mumbai,Rural,Bike,Damaged,Day,3,Minor,19.067723,72.858929
4173,2024-08-10,23:10,Saturday,Bangalore,Rural,Car,Damaged,Night,3,Serious,12.935674,77.584387
4174,2024-05-05,06:16,Sunday,Chennai,Urban,Car,Damaged,Day,4,Minor,13.085258,80.239586
4175,2024-03-14,16:11,Thursday,Chennai,Rural,Bike,Damaged,Day,2,Minor,13.101854,80.224807
4176,2024-02-22,22:39,Thursday,Bangalore,Rural,Car,Wet,Night,1,Serious,13.020838,77.564833
4177,2024-12-12,07:03,Thursday,Delhi,Rural,Truck,Dry,Day,3,Minor,28.67908,77.117769
4178,2024-08-08,01:42,Thursday,Mumbai,Highway,Car,Damaged,Night,2,Fatal,19.034716,72.874823
4179,2024-10-10,17:03,Thursday,Mumbai,Highway,Car,Dry,Day,2,Minor,19.11898,72.876252
4180,2024-07-30,15:29,Tuesday,Chennai,Rural,Bike,Wet,Day,3,Serious,13.109224,80.266314
4181,2024-06-08,11:22,Saturday,Delhi,Rural,Car,Dry,Day,3,Minor,28.744051,77.102926
4182,2024-11-10,10:51,Sunday,Delhi,Urban,Truck,Damaged,Day,1,Minor,28.664888,77.057552
4183,2024-07-14,19:13,Sunday,Delhi,Rural,Bike,Dry,Night,1,Serious,28.707836,77.125658
4184,2024-03-10,06:44,Sunday,Mumbai,Urban,Car,Dry,Day,3,Minor,19.093871,72.92604
4185,2024-06-08,20:33,Saturday,Delhi,Rural,Car,Wet,Night,1,Serious,28.668426,77.07754
4186,2024-08-09,04:51,Friday,Chennai,Urban,Bus,Wet,Night,3,Serious,13.10443,80.252683
4187,2024-03-04,23:52,Monday,Delhi,Rural,Bus,Wet,Night,2,Serious,28.664836,77.146126
4188,2024-08-03,09:35,Saturday,Mumbai,Highway,Truck,Damaged,Day,2,Serious,19.071317,72.915575
4189,2024-10-23,14:15,Wednesday,Bangalore,Urban,Truck,Dry,Day,4,Minor,12.978279,77.627105
4190,2024-03-27,11:10,Wednesday,Bangalore,Urban,Bike,Damaged,Day,3,Minor,12.972325,77.565225
4191,2024-08-24,03:10,Saturday,Delhi,Highway,Bike,Damaged,Night,3,Fatal,28.707172,77.129151
4192,2024-11-04,02:37,Monday,Delhi,Highway,Truck,Dry,Night,4,Fatal,28.72197,77.085881
4193,2024-10-25,02:47,Friday,Delhi,Rural,Bus,Damaged,Night,3,Serious,28.753944,77.095756
4194,2024-06-13,04:15,Thursday,Bangalore,Urban,Truck,Dry,Night,3,Serious,12.938588,77.631902
4195,2024-09-26,12:31,Thursday,Delhi,Rural,Truck,Wet,Day,1,Serious,28.732846,77.102711
4196,2024-08-28,15:38,Wednesday,Delhi,Urban,Car,Damaged,Day,3,Minor,28.691675,77.146389
4197,2024-11-11,21:48,Monday,Mumbai,Rural,Bus,Dry,Night,3,Minor,19.11637,72.90199
4198,2024-09-14,22:01,Saturday,Bangalore,Highway,Truck,Damaged,Night,1,Fatal,12.967743,77.634631
4199,2024-01-17,20:31,Wednesday,Mumbai,Rural,Bus,Dry,Night,2,Minor,19.036585,72.837474
4200,2024-12-05,09:00,Thursday,Chennai,Highway,Bike,Damaged,Day,1,Serious,13.071234,80.247519
4201,2024-09-03,10:53,Tuesday,Mumbai,Rural,Truck,Wet,Day,2,Serious,19.097756,72.898863
4202,2024-12-07,06:55,Saturday,Mumbai,Highway,Bus,Wet,Day,3,Serious,19.118043,72.923647
4203,2024-12-14,01:27,Saturday,Chennai,Highway,Car,Wet,Night,3,Fatal,13.106972,80.231681
4204,2024-06-15,11:53,Saturday,Chennai,Highway,Bus,Dry,Day,4,Minor,13.074158,80.319276
4205,2024-06-03,01:36,Monday,Mumbai,Rural,Bike,Wet,Night,3,Fatal,19.066733,72.829115
4206,2024-10-18,11:20,Friday,Bangalore,Highway,Bus,Dry,Day,1,Minor,12.943508,77.603301
4207,2024-07-31,06:11,Wednesday,Mumbai,Rural,Truck,Dry,Day,2,Minor,19.063319,72.888399
4208,2024-02-04,18:08,Sunday,Bangalore,Urban,Bus,Damaged,Day,4,Minor,13.006166,77.633798
4209,2024-10-12,22:56,Saturday,Chennai,Highway,Bus,Damaged,Night,3,Fatal,13.085259,80.277807
4210,2024-09-16,20:38,Monday,Chennai,Highway,Bike,Dry,Night,4,Fatal,13.125671,80.226546
4211,2024-03-23,15:40,Saturday,Bangalore,Rural,Bike,Wet,Day,2,Serious,12.939643,77.579354
4212,2024-10-15,23:05,Tuesday,Chennai,Rural,Bike,Dry,Night,1,Serious,13.126829,80.234114
4213,2024-05-24,12:37,Friday,Bangalore,Urban,Bus,Wet,Day,2,Minor,13.018903,77.619915
4214,2024-02-16,18:52,Friday,Chennai,Urban,Bus,Damaged,Day,1,Minor,13.116385,80.256982
4215,2024-06-26,07:51,Wednesday,Chennai,Urban,Bus,Dry,Day,2,Minor,13.051965,80.262023
4216,2024-06-27,13:30,Thursday,Mumbai,Highway,Truck,Wet,Day,4,Fatal,19.063371,72.889734
4217,2024-05-28,05:49,Tuesday,Delhi,Urban,Car,Wet,Night,1,Serious,28.73791,77.123494
4218,2024-04-21,23:10,Sunday,Chennai,Urban,Car,Dry,Night,2,Minor,13.063554,80.273076
4219,2024-12-29,14:19,Sunday,Chennai,Urban,Truck,Dry,Day,2,Minor,13.111405,80.304605
4220,2024-02-11,03:35,Sunday,Mumbai,Urban,Bike,Damaged,Night,1,Serious,19.094673,72.870627
4221,2024-12-10,22:46,Tuesday,Delhi,Highway,Bus,Dry,Night,1,Serious,28.710318,77.072487
4222,2024-11-28,21:55,Thursday,Bangalore,Highway,Car,Dry,Night,2,Serious,12.971852,77.55246
4223,2024-09-05,19:01,Thursday,Mumbai,Highway,Bus,Wet,Night,4,Fatal,19.065324,72.866928
4224,2024-11-11,09:30,Monday,Mumbai,Highway,Car,Damaged,Day,2,Serious,19.041837,72.922866
4225,2024-06-16,18:32,Sunday,Delhi,Rural,Car,Dry,Day,2,Minor,28.751818,77.101634
4226,2024-01-26,22:11,Friday,Delhi,Urban,Bike,Wet,Night,3,Fatal,28.675971,77.115794
4227,2024-04-11,21:47,Thursday,Bangalore,Highway,Bike,Dry,Night,3,Fatal,12.995564,77.557214
4228,2024-12-18,14:44,Wednesday,Delhi,Rural,Bus,Dry,Day,3,Minor,28.658844,77.133124
4229,2024-05-07,01:23,Tuesday,Chennai,Highway,Bus,Damaged,Night,1,Fatal,13.078308,80.227406
4230,2024-12-24,12:21,Tuesday,Mumbai,Rural,Truck,Damaged,Day,1,Minor,19.07605,72.843697
4231,2024-11-02,16:15,Saturday,Mumbai,Urban,Car,Wet,Day,1,Minor,19.053654,72.874381
4232,2024-09-11,13:17,Wednesday,Bangalore,Urban,Bus,Damaged,Day,1,Minor,12.962421,77.579805
4233,2024-07-30,11:08,Tuesday,Mumbai,Urban,Bus,Dry,Day,3,Minor,19.091655,72.898543
4234,2024-10-15,21:52,Tuesday,Bangalore,Urban,Truck,Damaged,Night,3,Serious,12.97964,77.57425
4235,2024-12-09,23:52,Monday,Delhi,Highway,Truck,Wet,Night,4,Fatal,28.737466,77.151175
4236,2024-07-21,02:46,Sunday,Mumbai,Highway,Bus,Wet,Night,3,Fatal,19.027646,72.90138
4237,2024-01-18,22:57,Thursday,Bangalore,Highway,Truck,Damaged,Night,3,Fatal,12.993626,77.619081
4238,2024-09-20,06:09,Friday,Mumbai,Highway,Truck,Damaged,Day,2,Serious,19.064362,72.829227
4239,2024-02-29,18:49,Thursday,Delhi,Urban,Bike,Damaged,Day,4,Minor,28.657169,77.090786
4240,2024-10-14,10:42,Monday,Mumbai,Rural,Car,Damaged,Day,4,Minor,19.079491,72.927225
4241,2024-08-12,04:00,Monday,Mumbai,Urban,Bike,Damaged,Night,2,Serious,19.081058,72.882613
4242,2024-02-04,05:00,Sunday,Chennai,Rural,Bus,Wet,Night,2,Serious,13.076988,80.315126
4243,2024-04-12,20:28,Friday,Mumbai,Rural,Truck,Damaged,Night,2,Serious,19.124693,72.865234
4244,2024-08-03,15:00,Saturday,Chennai,Highway,Car,Damaged,Day,1,Serious,13.067451,80.286635
4245,2024-06-15,15:51,Saturday,Delhi,Urban,Bus,Wet,Day,4,Minor,28.657497,77.078564
4246,2024-08-18,06:38,Sunday,Mumbai,Urban,Bus,Wet,Day,1,Minor,19.085034,72.90197
4247,2024-06-23,08:27,Sunday,Chennai,Highway,Bike,Damaged,Day,1,Serious,13.108205,80.272448
4248,2024-09-14,13:34,Saturday,Bangalore,Urban,Bike,Wet,Day,2,Serious,13.019702,77.55826
4249,2024-10-28,05:27,Monday,Chennai,Urban,Truck,Wet,Night,4,Fatal,13.110436,80.310159
4250,2024-12-17,01:36,Tuesday,Delhi,Highway,Car,Wet,Night,1,Fatal,28.739042,77.130458
4251,2024-07-16,03:53,Tuesday,Delhi,Highway,Bus,Damaged,Night,1,Fatal,28.658189,77.059534
4252,2024-10-23,21:03,Wednesday,Bangalore,Rural,Bike,Damaged,Night,3,Serious,12.947363,77.588703
4253,2024-12-29,07:40,Sunday,Delhi,Highway,Bus,Wet,Day,2,Serious,28.738555,77.127824
4254,2024-04-28,18:40,Sunday,Bangalore,Highway,Truck,Dry,Day,2,Serious,12.932331,77.597713
4255,2024-10-21,12:31,Monday,Bangalore,Highway,Bike,Dry,Day,1,Serious,12.941713,77.545927
4256,2024-05-30,04:59,Thursday,Delhi,Highway,Bike,Wet,Night,1,Fatal,28.664456,77.149148
4257,2024-10-25,20:02,Friday,Mumbai,Rural,Truck,Damaged,Night,1,Serious,19.083782,72.844305
4258,2024-10-22,09:04,Tuesday,Mumbai,Rural,Bus,Damaged,Day,1,Minor,19.09887,72.850527
4259,2024-03-12,07:35,Tuesday,Chennai,Highway,Bus,Wet,Day,4,Serious,13.117958,80.224327
4260,2024-11-19,12:53,Tuesday,Mumbai,Highway,Truck,Dry,Day,2,Serious,19.10411,72.910845
4261,2024-01-09,20:13,Tuesday,Chennai,Highway,Bike,Damaged,Night,4,Fatal,13.061377,80.287612
4262,2024-11-30,06:01,Saturday,Bangalore,Highway,Bike,Wet,Day,2,Fatal,12.937708,77.620223
4263,2024-12-06,06:40,Friday,Chennai,Highway,Car,Dry,Day,4,Minor,13.107911,80.244936
4264,2024-03-26,00:30,Tuesday,Bangalore,Rural,Truck,Damaged,Night,1,Serious,12.976693,77.556322
4265,2024-04-24,03:04,Wednesday,Chennai,Highway,Bus,Dry,Night,3,Serious,13.076471,80.265608
4266,2024-08-19,15:04,Monday,Mumbai,Highway,Bike,Dry,Day,2,Serious,19.031908,72.843309
4267,2024-08-15,10:51,Thursday,Chennai,Rural,Car,Wet,Day,2,Minor,13.056523,80.304296
4268,2024-04-17,13:00,Wednesday,Chennai,Rural,Bus,Damaged,Day,4,Minor,13.043776,80.307891
4269,2024-03-27,08:48,Wednesday,Chennai,Highway,Bike,Wet,Day,3,Fatal,13.06686,80.308744
4270,2024-02-02,06:59,Friday,Chennai,Rural,Bus,Wet,Day,3,Minor,13.102501,80.230174
4271,2024-06-07,10:14,Friday,Chennai,Rural,Bike,Wet,Day,4,Serious,13.104618,80.317956
4272,2024-06-01,21:51,Saturday,Mumbai,Rural,Bike,Damaged,Night,4,Serious,19.09147,72.922514
4273,2024-10-20,01:45,Sunday,Bangalore,Highway,Truck,Dry,Night,1,Fatal,13.003493,77.576067
4274,2024-08-09,15:57,Friday,Mumbai,Urban,Truck,Dry,Day,3,Minor,19.071995,72.856385
4275,2024-08-03,15:02,Saturday,Delhi,Urban,Bus,Damaged,Day,1,Minor,28.751156,77.10696
4276,2024-09-15,23:13,Sunday,Bangalore,Highway,Bike,Wet,Night,4,Fatal,12.953961,77.550653
4277,2024-09-05,10:32,Thursday,Chennai,Urban,Bike,Damaged,Day,3,Minor,13.107355,80.310695
4278,2024-07-11,06:44,Thursday,Mumbai,Urban,Bike,Dry,Day,3,Minor,19.088367,72.916274
4279,2024-03-11,08:49,Monday,Delhi,Rural,Car,Wet,Day,1,Minor,28.685779,77.140563
4280,2024-06-21,23:30,Friday,Mumbai,Rural,Bike,Damaged,Night,1,Serious,19.108389,72.847953
4281,2024-03-26,08:43,Tuesday,Mumbai,Rural,Car,Wet,Day,1,Minor,19.092509,72.902444
4282,2024-07-18,05:45,Thursday,Chennai,Highway,Bus,Damaged,Night,3,Fatal,13.08084,80.293034
4283,2024-04-02,06:40,Tuesday,Chennai,Urban,Bike,Damaged,Day,3,Minor,13.097845,80.248611
4284,2024-10-13,14:48,Sunday,Mumbai,Rural,Car,Damaged,Day,2,Minor,19.117801,72.907353
4285,2024-03-20,05:46,Wednesday,Delhi,Urban,Bike,Damaged,Night,2,Serious,28.66805,77.127867
4286,2024-01-01,12:11,Monday,Delhi,Urban,Truck,Damaged,Day,1,Minor,28.745244,77.088553
4287,2024-06-23,11:17,Sunday,Bangalore,Highway,Bike,Wet,Day,2,Fatal,12.930154,77.621182
4288,2024-01-27,07:22,Saturday,Chennai,Urban,Car,Dry,Day,2,Minor,13.083209,80.263809
4289,2024-04-07,10:42,Sunday,Delhi,Highway,Car,Wet,Day,4,Serious,28.712057,77.128001
4290,2024-07-13,11:28,Saturday,Bangalore,Rural,Bus,Damaged,Day,2,Minor,12.930838,77.559376
4291,2024-07-06,01:33,Saturday,Chennai,Urban,Bus,Damaged,Night,3,Serious,13.071293,80.316742
4292,2024-04-17,09:28,Wednesday,Chennai,Urban,Bike,Dry,Day,1,Minor,13.090362,80.305804
4293,2024-10-05,14:11,Saturday,Delhi,Rural,Bus,Damaged,Day,2,Minor,28.693393,77.060303
4294,2024-04-13,07:01,Saturday,Delhi,Rural,Car,Dry,Day,4,Minor,28.66987,77.091913
4295,2024-03-18,16:49,Monday,Bangalore,Urban,Bike,Damaged,Day,4,Minor,12.95276,77.54951
4296,2024-05-25,21:31,Saturday,Delhi,Highway,Car,Damaged,Night,1,Fatal,28.697411,77.152374
4297,2024-05-10,20:45,Friday,Mumbai,Highway,Car,Dry,Night,1,Serious,19.032106,72.922775
4298,2024-02-20,12:26,Tuesday,Mumbai,Rural,Bus,Dry,Day,2,Minor,19.078416,72.863983
4299,2024-06-11,09:04,Tuesday,Delhi,Urban,Truck,Wet,Day,4,Serious,28.669326,77.142006
4300,2024-06-29,02:48,Saturday,Bangalore,Highway,Car,Damaged,Night,3,Fatal,12.974305,77.55258
4301,2024-07-14,23:49,Sunday,Chennai,Highway,Car,Damaged,Night,1,Fatal,13.050966,80.259647
4302,2024-01-04,09:26,Thursday,Bangalore,Highway,Car,Wet,Day,3,Serious,12.982848,77.57815
4303,2024-09-18,20:39,Wednesday,Bangalore,Highway,Bus,Dry,Night,3,Serious,12.949346,77.64104
4304,2024-08-01,12:40,Thursday,Chennai,Highway,Truck,Wet,Day,4,Fatal,13.120064,80.242785
4305,2024-03-16,02:27,Saturday,Delhi,Urban,Bike,Damaged,Night,3,Serious,28.669388,77.073646
4306,2024-09-25,18:12,Wednesday,Delhi,Rural,Truck,Dry,Day,4,Minor,28.661726,77.059267
4307,2024-01-08,21:29,Monday,Mumbai,Highway,Truck,Dry,Night,2,Fatal,19.050388,72.893578
4308,2024-06-26,20:59,Wednesday,Bangalore,Rural,Bus,Wet,Night,1,Serious,12.946858,77.578582
4309,2024-04-23,21:12,Tuesday,Bangalore,Rural,Car,Wet,Night,4,Serious,12.979091,77.576279
4310,2024-05-10,23:51,Friday,Bangalore,Urban,Bike,Wet,Night,2,Fatal,12.937261,77.626669
4311,2024-04-02,16:42,Tuesday,Bangalore,Rural,Bike,Dry,Day,3,Minor,12.935469,77.629074
4312,2024-07-19,17:00,Friday,Bangalore,Urban,Bus,Damaged,Day,4,Minor,12.938224,77.641086
4313,2024-06-16,01:30,Sunday,Mumbai,Highway,Bike,Wet,Night,1,Fatal,19.049168,72.887778
4314,2024-05-02,01:15,Thursday,Mumbai,Rural,Car,Damaged,Night,2,Serious,19.074634,72.887735
4315,2024-03-18,07:35,Monday,Mumbai,Highway,Truck,Wet,Day,1,Fatal,19.101868,72.920862
4316,2024-12-13,07:30,Friday,Chennai,Rural,Truck,Dry,Day,3,Minor,13.048136,80.293834
4317,2024-07-01,23:33,Monday,Bangalore,Urban,Bike,Dry,Night,4,Serious,12.985657,77.626713
4318,2024-05-27,17:26,Monday,Mumbai,Urban,Car,Damaged,Day,3,Minor,19.107214,72.86097
4319,2024-01-30,08:59,Tuesday,Chennai,Highway,Car,Wet,Day,1,Serious,13.116327,80.232492
4320,2024-03-05,06:29,Tuesday,Chennai,Urban,Car,Dry,Day,1,Minor,13.08103,80.249594
4321,2024-08-28,18:44,Wednesday,Mumbai,Highway,Car,Damaged,Day,1,Serious,19.073167,72.876143
4322,2024-05-08,22:00,Wednesday,Bangalore,Urban,Truck,Wet,Night,4,Fatal,12.974387,77.633566
4323,2024-12-18,08:58,Wednesday,Chennai,Rural,Bus,Dry,Day,4,Minor,13.062077,80.248514
4324,2024-07-12,12:24,Friday,Bangalore,Rural,Bike,Dry,Day,4,Minor,12.959445,77.550405
4325,2024-05-29,15:16,Wednesday,Bangalore,Urban,Car,Damaged,Day,1,Minor,12.975923,77.563896
4326,2024-09-21,19:13,Saturday,Mumbai,Rural,Bike,Damaged,Night,3,Serious,19.026475,72.849295
4327,2024-05-06,11:07,Monday,Chennai,Urban,Bike,Wet,Day,3,Serious,13.081015,80.264816
4328,2024-03-08,22:58,Friday,Chennai,Rural,Truck,Damaged,Night,1,Serious,13.054403,80.294757
4329,2024-08-06,06:25,Tuesday,Chennai,Highway,Car,Wet,Day,3,Serious,13.047647,80.304123
4330,2024-10-10,02:15,Thursday,Delhi,Urban,Bus,Wet,Night,3,Serious,28.669773,77.135496
4331,2024-09-20,07:48,Friday,Mumbai,Urban,Bike,Damaged,Day,3,Minor,19.050033,72.864369
4332,2024-12-23,12:02,Monday,Delhi,Urban,Bike,Damaged,Day,4,Minor,28.742066,77.081528
4333,2024-01-16,02:05,Tuesday,Delhi,Highway,Bus,Damaged,Night,3,Fatal,28.69963,77.085404
4334,2024-09-07,06:43,Saturday,Chennai,Rural,Car,Wet,Day,1,Minor,13.090292,80.262401
4335,2024-09-30,02:38,Monday,Delhi,Rural,Bus,Wet,Night,4,Serious,28.748681,77.075801
4336,2024-07-16,03:49,Tuesday,Bangalore,Highway,Bike,Damaged,Night,3,Fatal,12.923724,77.591614
4337,2024-07-24,17:57,Wednesday,Bangalore,Urban,Car,Wet,Day,1,Minor,12.992176,77.594291
