accident_id,date,time,city,area_type,vehicle_type,road_condition,light_condition,vehicles_involved,severity,latitude,longitude
4337,2024-07-12,14:07,Bangalore,Rural,Bike,Damaged,Day,1,Minor,13.010039,77.624741
4338,2024-06-28,05:55,Bangalore,Rural,Car,Wet,Night,1,Serious,13.005497,77.548194
4339,2024-07-16,20:05,Bangalore,Highway,Car,Damaged,Night,2,Fatal,12.931192,77.635284
4340,2024-07-25,12:59,Mumbai,Rural,Truck,Dry,Day,1,Minor,19.106482,72.885933
4341,2024-07-24,16:10,Delhi,Rural,Car,Wet,Day,2,Minor,28.712891,77.096678
4342,2024-01-10,18:48,Chennai,Urban,Bike,Damaged,Day,3,Minor,13.057011,80.232741
4343,2024-08-11,13:37,Delhi,Urban,Truck,Dry,Day,1,Minor,28.669276,77.114201
4344,2024-06-18,00:12,Chennai,Rural,Bus,Dry,Night,4,Minor,13.049228,80.282491
4345,2024-01-23,02:47,Delhi,Highway,Bus,Dry,Night,4,Serious,28.694444,77.064315
4346,2024-02-06,19:45,Chennai,Highway,Bike,Dry,Night,4,Fatal,13.045474,80.28056
4347,2024-12-14,19:29,Bangalore,Rural,Bus,Damaged,Night,2,Serious,12.954886,77.573746
4348,2024-01-15,12:09,Delhi,Rural,Truck,Dry,Day,4,Minor,28.711292,77.062852
4349,2024-10-20,17:54,Mumbai,Urban,Car,Dry,Day,1,Minor,19.028594,72.883886
4350,2024-10-28,17:02,Bangalore,Urban,Bike,Dry,Day,4,Minor,12.948005,77.561416
4351,2024-10-05,17:13,Bangalore,Rural,Truck,Dry,Day,2,Minor,12.987965,77.604917
4352,2024-02-06,12:08,Delhi,Highway,Truck,Wet,Day,1,Serious,28.708568,77.137756
4353,2024-07-18,11:57,Chennai,Rural,Truck,Damaged,Day,3,Minor,13.071681,80.296751
4354,2024-11-16,14:54,Bangalore,Highway,Bus,Dry,Day,3,Minor,12.969612,77.615177
4355,2024-06-16,03:12,Bangalore,Urban,Bus,Wet,Night,4,Serious,12.949106,77.593593
4356,2024-09-25,00:59,Chennai,Urban,Bus,Dry,Night,3,Minor,13.125596,80.235681
4357,2024-12-11,19:37,Delhi,Urban,Truck,Dry,Night,2,Minor,28.673065,77.074643
4358,2024-05-30,10:48,Bangalore,Highway,Bike,Damaged,Day,2,Serious,12.930705,77.547342
4359,2024-04-02,09:59,Mumbai,Rural,Bus,Wet,Day,4,Minor,19.097748,72.849338
4360,2024-06-13,10:37,Chennai,Rural,Bike,Dry,Day,4,Minor,13.095152,80.276404
4361,2024-10-29,23:56,Delhi,Highway,Bus,Wet,Night,4,Fatal,28.684295,77.135309
4362,2024-08-21,11:32,Delhi,Rural,Bike,Dry,Day,3,Minor,28.677169,77.074146
4363,2024-03-20,09:52,Delhi,Urban,Truck,Damaged,Day,2,Minor,28.709795,77.076907
4364,2024-03-25,19:28,Mumbai,Highway,Bike,Wet,Night,3,Fatal,19.100538,72.912621
4365,2024-03-14,13:35,Delhi,Highway,Truck,Wet,Day,4,Serious,28.671568,77.081262
4366,2024-01-10,19:05,Mumbai,Urban,Bus,Dry,Night,3,Minor,19.121089,72.914442
4367,2024-05-14,10:31,Bangalore,Rural,Truck,Damaged,Day,3,Minor,12.998449,77.576872
4368,2024-09-21,04:02,Mumbai,Highway,Car,Wet,Night,4,Fatal,19.097413,72.85432
4369,2024-05-18,05:41,Mumbai,Highway,Bus,Damaged,Night,3,Fatal,19.099432,72.86895
4370,2024-02-08,04:06,Chennai,Highway,Car,Wet,Night,2,Fatal,13.086376,80.250258
4371,2024-04-30,23:40,Mumbai,Rural,Car,Dry,Night,1,Minor,19.07792,72.849407
4372,2024-11-17,16:49,Bangalore,Urban,Truck,Dry,Day,4,Minor,12.991048,77.548472
4373,2024-08-24,02:37,Bangalore,Highway,Bus,Dry,Night,2,Serious,12.970646,77.637008
4374,2024-12-13,17:02,Bangalore,Rural,Truck,Dry,Day,4,Minor,12.927806,77.624856
4375,2024-11-06,07:11,Chennai,Highway,Bike,Dry,Day,4,Serious,13.125561,80.31236
4376,2024-02-17,02:38,Mumbai,Rural,Car,Wet,Night,1,Serious,19.069273,72.881504
4377,2024-09-20,03:22,Chennai,Rural,Car,Damaged,Night,1,Serious,13.115044,80.228754
4378,2024-05-11,20:49,Delhi,Urban,Truck,Wet,Night,3,Serious,28.684269,77.057413
4379,2024-08-19,15:21,Mumbai,Highway,Bus,Wet,Day,3,Serious,19.04005,72.881687
4380,2024-05-26,02:57,Bangalore,Urban,Car,Dry,Night,3,Minor,12.966775,77.57558
4381,2024-11-15,03:16,Delhi,Urban,Bike,Dry,Night,1,Serious,28.673116,77.093728
4382,2024-08-08,23:55,Chennai,Urban,Car,Wet,Night,4,Serious,13.114271,80.249824
4383,2024-05-16,13:09,Chennai,Highway,Bus,Dry,Day,4,Minor,13.09089,80.233421
4384,2024-09-13,07:35,Delhi,Rural,Bus,Damaged,Day,2,Minor,28.693077,77.074754
4385,2024-05-30,12:05,Bangalore,Rural,Truck,Wet,Day,4,Minor,13.000692,77.621165
4386,2024-11-04,00:03,Mumbai,Highway,Car,Wet,Night,4,Fatal,19.107526,72.901198
4387,2024-10-30,17:27,Mumbai,Urban,Bus,Wet,Day,4,Minor,19.094834,72.872584
4388,2024-10-19,02:45,Bangalore,Urban,Bus,Damaged,Night,4,Serious,12.987443,77.634685
4389,2024-08-22,12:59,Chennai,Rural,Bus,Damaged,Day,3,Minor,13.04351,80.258945
4390,2024-05-07,05:52,Delhi,Urban,Bus,Damaged,Night,2,Serious,28.727363,77.071984
4391,2024-09-23,19:01,Bangalore,Urban,Car,Damaged,Night,2,Serious,12.974747,77.596028
4392,2024-12-15,01:53,Delhi,Rural,Car,Damaged,Night,4,Serious,28.660251,77.108518
4393,2024-10-09,05:39,Mumbai,Highway,Bus,Wet,Night,2,Fatal,19.076065,72.863578
4394,2024-01-20,02:35,Bangalore,Rural,Bus,Dry,Night,4,Minor,12.944005,77.621296
4395,2024-07-31,11:49,Mumbai,Rural,Bike,Dry,Day,2,Minor,19.087225,72.924483
4396,2024-06-28,16:06,Chennai,Rural,Bike,Dry,Day,2,Minor,13.072025,80.273627
4397,2024-10-12,22:21,Mumbai,Highway,Bus,Damaged,Night,4,Fatal,19.059938,72.881196
4398,2024-04-10,08:14,Delhi,Rural,Bike,Wet,Day,3,Serious,28.683113,77.077624
4399,2024-12-28,01:54,Mumbai,Highway,Truck,Wet,Night,2,Fatal,19.102851,72.876916
4400,2024-05-17,04:24,Delhi,Urban,Car,Wet,Night,2,Serious,28.753999,77.125194
4401,2024-09-24,05:34,Bangalore,Urban,Bus,Wet,Night,1,Serious,12.923154,77.557299
4402,2024-01-26,07:09,Chennai,Urban,Truck,Damaged,Day,4,Minor,13.080072,80.313122
4403,2024-12-27,14:32,Mumbai,Urban,Car,Damaged,Day,4,Minor,19.0377,72.838382
4404,2024-07-12,06:32,Chennai,Highway,Bike,Wet,Day,2,Fatal,13.100762,80.258858
4405,2024-08-13,04:08,Bangalore,Urban,Bike,Dry,Night,1,Serious,12.952671,77.601833
4406,2024-12-11,09:59,Mumbai,Urban,Bike,Dry,Day,1,Minor,19.07661,72.899624
4407,2024-08-13,19:57,Chennai,Urban,Truck,Dry,Night,2,Minor,13.040108,80.254497
4408,2024-01-06,14:25,Bangalore,Highway,Bike,Dry,Day,4,Serious,12.987851,77.602593
4409,2024-06-10,02:30,Mumbai,Rural,Bike,Wet,Night,1,Fatal,19.030836,72.855016
4410,2024-01-14,22:23,Bangalore,Rural,Car,Damaged,Night,2,Serious,12.947268,77.549876
4411,2024-02-16,18:57,Chennai,Rural,Bike,Wet,Day,3,Serious,13.03752,80.237073
4412,2024-07-07,04:55,Chennai,Rural,Bus,Dry,Night,3,Minor,13.082889,80.227849
4413,2024-05-18,07:58,Delhi,Urban,Bike,Wet,Day,2,Serious,28.658732,77.115294
4414,2024-09-12,10:08,Bangalore,Highway,Truck,Dry,Day,4,Minor,13.020545,77.635139
4415,2024-04-09,07:16,Mumbai,Highway,Car,Wet,Day,4,Serious,19.047954,72.906111
4416,2024-09-29,05:09,Mumbai,Urban,Bus,Damaged,Night,2,Serious,19.040334,72.842425
4417,2024-02-09,10:56,Mumbai,Highway,Car,Damaged,Day,3,Serious,19.124134,72.872848
4418,2024-05-11,16:34,Delhi,Highway,Bus,Damaged,Day,4,Serious,28.715599,77.148834
4419,2024-05-28,19:51,Delhi,Rural,Bus,Dry,Night,4,Minor,28.687132,77.122067
4420,2024-02-20,23:30,Bangalore,Rural,Car,Dry,Night,3,Minor,12.983773,77.575274
4421,2024-07-14,11:50,Bangalore,Urban,Truck,Dry,Day,2,Minor,12.98177,77.546384
4422,2024-04-11,16:59,Mumbai,Rural,Truck,Damaged,Day,1,Minor,19.068877,72.849237
4423,2024-03-03,18:58,Bangalore,Urban,Bus,Dry,Day,1,Minor,12.967323,77.573703
4424,2024-08-24,16:30,Delhi,Urban,Bike,Wet,Day,4,Serious,28.734454,77.070237
4425,2024-10-24,05:11,Mumbai,Highway,Car,Dry,Night,4,Serious,19.032425,72.853807
4426,2024-02-18,00:39,Mumbai,Highway,Truck,Damaged,Night,4,Fatal,19.113429,72.881758
4427,2024-02-04,22:34,Bangalore,Rural,Car,Dry,Night,3,Minor,12.942745,77.564528
4428,2024-12-19,12:40,Mumbai,Urban,Car,Damaged,Day,1,Minor,19.032326,72.864171
4429,2024-06-20,21:32,Delhi,Urban,Car,Dry,Night,2,Minor,28.686665,77.063533
4430,2024-01-23,19:16,Bangalore,Rural,Truck,Dry,Night,2,Minor,12.926789,77.624916
4431,2024-01-03,00:06,Bangalore,Urban,Truck,Dry,Night,1,Minor,12.99581,77.642023
4432,2024-03-19,22:31,Mumbai,Rural,Bus,Dry,Night,1,Minor,19.108904,72.906373
4433,2024-02-02,21:17,Bangalore,Rural,Bus,Damaged,Night,3,Serious,12.9686,77.624387
4434,2024-06-09,12:18,Mumbai,Highway,Car,Dry,Day,2,Minor,19.037675,72.849075
4435,2024-08-13,17:44,Delhi,Rural,Car,Damaged,Day,4,Minor,28.708497,77.088108
4436,2024-01-29,20:39,Chennai,Urban,Bus,Wet,Night,1,Serious,13.12827,80.246675
4437,2024-09-20,15:38,Bangalore,Rural,Truck,Dry,Day,4,Minor,12.940182,77.605986
4438,2024-08-12,21:09,Chennai,Highway,Car,Damaged,Night,3,Fatal,13.096247,80.251994
4439,2024-05-29,04:44,Mumbai,Rural,Truck,Damaged,Night,2,Serious,19.028281,72.915294
4440,2024-04-06,02:36,Chennai,Highway,Truck,Damaged,Night,3,Fatal,13.08674,80.251315
4441,2024-11-26,19:00,Bangalore,Rural,Bike,Dry,Night,3,Serious,12.999095,77.613137
4442,2024-01-10,19:47,Bangalore,Highway,Bus,Wet,Night,4,Fatal,12.944878,77.551367
4443,2024-05-13,19:51,Delhi,Rural,Truck,Dry,Night,2,Minor,28.713835,77.062097
4444,2024-03-09,19:06,Delhi,Urban,Bus,Dry,Night,1,Minor,28.7154,77.058277
4445,2024-11-04,06:16,Bangalore,Highway,Bike,Wet,Day,2,Fatal,12.929434,77.633438
4446,2024-01-25,11:26,Delhi,Urban,Bike,Wet,Day,2,Serious,28.693328,77.118262
4447,2024-07-08,17:16,Delhi,Rural,Bus,Damaged,Day,3,Minor,28.71815,77.083132
4448,2024-01-14,09:06,Mumbai,Rural,Truck,Dry,Day,1,Minor,19.078622,72.875856
4449,2024-10-17,11:26,Chennai,Urban,Truck,Dry,Day,1,Minor,13.079106,80.304234
4450,2024-02-18,21:45,Mumbai,Rural,Bike,Dry,Night,1,Serious,19.088399,72.90685
4451,2024-04-16,17:06,Bangalore,Rural,Car,Wet,Day,2,Minor,12.937956,77.602582
4452,2024-02-29,10:55,Chennai,Highway,Bike,Damaged,Day,1,Serious,13.108399,80.292002
4453,2024-01-24,22:00,Bangalore,Highway,Truck,Damaged,Night,1,Fatal,13.003436,77.620815
4454,2024-10-04,13:00,Mumbai,Highway,Car,Damaged,Day,2,Serious,19.030222,72.913721
4455,2024-05-14,21:11,Bangalore,Highway,Bike,Damaged,Night,4,Fatal,12.964704,77.594201
4456,2024-04-07,20:11,Bangalore,Highway,Bike,Dry,Night,4,Fatal,13.012013,77.591234
4457,2024-05-20,12:44,Chennai,Urban,Truck,Dry,Day,1,Minor,13.065359,80.305504
4458,2024-02-24,13:03,Bangalore,Urban,Bus,Damaged,Day,3,Minor,12.999372,77.631979
4459,2024-07-16,19:11,Bangalore,Highway,Bus,Dry,Night,2,Serious,12.951494,77.554821
4460,2024-10-14,17:04,Delhi,Urban,Car,Dry,Day,2,Minor,28.729527,77.099116
4461,2024-10-14,22:05,Chennai,Urban,Bike,Dry,Night,4,Serious,13.111829,80.244063
4462,2024-08-12,23:43,Chennai,Rural,Car,Wet,Night,2,Serious,13.117764,80.319447
4463,2024-09-22,15:31,Delhi,Rural,Bike,Dry,Day,2,Minor,28.69145,77.14265
4464,2024-03-08,14:21,Delhi,Rural,Bike,Dry,Day,1,Minor,28.739888,77.07979
4465,2024-07-28,10:07,Chennai,Rural,Car,Damaged,Day,2,Minor,13.085496,80.280978
4466,2024-12-20,16:16,Chennai,Rural,Car,Damaged,Day,4,Minor,13.037959,80.280351
4467,2024-07-03,18:51,Mumbai,Rural,Car,Damaged,Day,3,Minor,19.052586,72.857683
4468,2024-06-30,01:08,Bangalore,Urban,Bus,Wet,Night,4,Serious,12.928946,77.568209
4469,2024-11-07,02:56,Chennai,Urban,Car,Dry,Night,4,Minor,13.129628,80.297458
4470,2024-11-26,15:07,Bangalore,Highway,Car,Dry,Day,3,Minor,12.957458,77.642911
4471,2024-07-30,03:34,Mumbai,Urban,Bus,Damaged,Night,1,Serious,19.030614,72.912748
4472,2024-08-27,21:45,Bangalore,Rural,Car,Wet,Night,4,Serious,13.007492,77.641348
4473,2024-06-25,13:15,Mumbai,Highway,Bike,Wet,Day,4,Fatal,19.088064,72.861647
4474,2024-10-18,06:09,Bangalore,Rural,Bus,Damaged,Day,1,Minor,12.93537,77.614145
4475,2024-01-10,03:10,Chennai,Highway,Bus,Damaged,Night,4,Fatal,13.09112,80.253245
4476,2024-08-14,14:21,Chennai,Urban,Truck,Dry,Day,2,Minor,13.052516,80.262982
4477,2024-10-10,22:38,Chennai,Rural,Bike,Damaged,Night,2,Serious,13.056817,80.316147
4478,2024-12-04,04:46,Mumbai,Rural,Bus,Damaged,Night,1,Serious,19.028992,72.89769
4479,2024-09-06,00:26,Chennai,Highway,Truck,Dry,Night,2,Serious,13.047719,80.294809
4480,2024-10-29,20:57,Delhi,Highway,Car,Wet,Night,3,Fatal,28.693811,77.125498
4481,2024-12-27,17:23,Bangalore,Highway,Bus,Dry,Day,1,Minor,13.008837,77.556798
4482,2024-05-08,11:23,Mumbai,Highway,Bike,Dry,Day,4,Serious,19.026693,72.829769
4483,2024-03-25,12:07,Mumbai,Highway,Car,Dry,Day,2,Minor,19.117178,72.852827
4484,2024-06-24,02:11,Delhi,Urban,Truck,Dry,Night,1,Minor,28.67788,77.094322
4485,2024-04-30,15:52,Mumbai,Rural,Bike,Wet,Day,2,Serious,19.05622,72.841375
4486,2024-03-09,03:38,Bangalore,Highway,Bike,Wet,Night,3,Fatal,12.9366,77.579365
4487,2024-05-26,11:38,Mumbai,Rural,Truck,Dry,Day,2,Minor,19.068846,72.900226
4488,2024-11-10,09:40,Chennai,Urban,Car,Dry,Day,3,Minor,13.092703,80.238133
4489,2024-12-23,14:35,Bangalore,Urban,Car,Dry,Day,3,Minor,12.98859,77.545664
4490,2024-11-30,20:49,Mumbai,Urban,Truck,Damaged,Night,4,Serious,19.040381,72.847472
4491,2024-06-18,04:32,Delhi,Highway,Bus,Damaged,Night,2,Fatal,28.725255,77.056636
4492,2024-04-28,07:20,Mumbai,Rural,Truck,Damaged,Day,2,Minor,19.07393,72.925885
4493,2024-07-25,06:33,Delhi,Rural,Bike,Wet,Day,3,Serious,28.744726,77.143154
4494,2024-11-08,09:47,Chennai,Rural,Bike,Dry,Day,3,Minor,13.119069,80.225434
4495,2024-06-28,12:41,Mumbai,Rural,Bus,Dry,Day,1,Minor,19.058028,72.833122
4496,2024-05-31,19:55,Delhi,Urban,Bus,Damaged,Night,4,Serious,28.712611,77.112199
4497,2024-01-26,10:55,Chennai,Highway,Bike,Dry,Day,1,Serious,13.091911,80.290107
4498,2024-11-30,05:13,Bangalore,Rural,Bike,Wet,Night,2,Fatal,12.929661,77.591276
4499,2024-12-21,11:02,Bangalore,Urban,Truck,Wet,Day,2,Minor,13.018114,77.598184
4500,2024-02-23,18:39,Delhi,Rural,Bus,Damaged,Day,4,Minor,28.718855,77.131346
4501,2024-10-25,16:33,Bangalore,Urban,Car,Wet,Day,1,Minor,12.968593,77.603726
4502,2024-06-24,20:24,Mumbai,Rural,Bike,Dry,Night,2,Serious,19.057497,72.888653
4503,2024-04-17,19:08,Delhi,Highway,Bike,Wet,Night,1,Fatal,28.665214,77.087659
4504,2024-06-22,14:29,Chennai,Highway,Truck,Wet,Day,4,Serious,13.056697,80.22587
4505,2024-05-04,05:05,Bangalore,Urban,Truck,Damaged,Night,4,Serious,12.994265,77.628532
4506,2024-09-02,09:52,Delhi,Rural,Bus,Dry,Day,2,Minor,28.691922,77.054423
4507,2024-07-16,17:03,Chennai,Highway,Bus,Wet,Day,2,Serious,13.082754,80.294336
4508,2024-09-12,02:18,Bangalore,Rural,Bike,Wet,Night,4,Fatal,12.97396,77.609402
4509,2024-05-19,23:45,Delhi,Highway,Bus,Damaged,Night,3,Fatal,28.712896,77.143151
4510,2024-11-17,10:34,Delhi,Rural,Truck,Dry,Day,4,Minor,28.71666,77.061596
4511,2024-09-01,19:01,Bangalore,Urban,Bus,Dry,Night,3,Minor,13.011027,77.630318
4512,2024-03-31,04:31,Bangalore,Rural,Bus,Wet,Night,1,Serious,12.952616,77.54992
4513,2024-05-15,08:39,Chennai,Urban,Bus,Wet,Day,3,Minor,13.054459,80.286021
4514,2024-01-21,23:02,Bangalore,Urban,Truck,Damaged,Night,1,Serious,12.960867,77.548369
4515,2024-12-31,01:25,Delhi,Urban,Bike,Dry,Night,3,Serious,28.691375,77.148946
4516,2024-05-11,01:16,Bangalore,Highway,Bus,Wet,Night,4,Fatal,12.988035,77.606906
4517,2024-10-04,19:24,Chennai,Rural,Truck,Damaged,Night,1,Serious,13.116534,80.270354
4518,2024-09-25,21:22,Bangalore,Urban,Car,Wet,Night,2,Serious,12.995898,77.62546
4519,2024-04-04,10:45,Bangalore,Highway,Bike,Dry,Day,3,Serious,13.021524,77.553692
4520,2024-08-23,01:23,Chennai,Urban,Truck,Dry,Night,2,Minor,13.038293,80.307434
4521,2024-08-13,08:38,Chennai,Urban,Car,Dry,Day,3,Minor,13.119126,80.3166
4522,2024-05-14,05:45,Mumbai,Urban,Bus,Damaged,Night,4,Serious,19.033753,72.834981
4523,2024-01-22,07:45,Mumbai,Rural,Truck,Wet,Day,4,Minor,19.100381,72.895729
4524,2024-11-10,10:59,Delhi,Urban,Bike,Damaged,Day,3,Minor,28.670673,77.119322
4525,2024-08-06,23:38,Mumbai,Urban,Car,Dry,Night,3,Minor,19.049067,72.858614
4526,2024-07-18,10:09,Delhi,Urban,Bus,Damaged,Day,2,Minor,28.662856,77.138871
4527,2024-07-11,00:46,Bangalore,Urban,Truck,Dry,Night,4,Minor,12.924348,77.595592
4528,2024-05-07,15:13,Mumbai,Highway,Car,Dry,Day,4,Minor,19.086418,72.868601
4529,2024-11-20,17:36,Chennai,Rural,Bike,Wet,Day,4,Serious,13.093242,80.306625
4530,2024-01-20,05:00,Mumbai,Urban,Truck,Dry,Night,4,Minor,19.099562,72.886972
4531,2024-05-19,18:59,Chennai,Urban,Bike,Wet,Day,1,Serious,13.090134,80.249449
4532,2024-02-21,13:12,Delhi,Urban,Truck,Dry,Day,2,Minor,28.686696,77.119077
4533,2024-01-12,13:12,Chennai,Highway,Truck,Wet,Day,4,Serious,13.114905,80.232519
4534,2024-07-25,05:41,Bangalore,Rural,Truck,Wet,Night,3,Serious,12.991849,77.634978
4535,2024-04-27,15:40,Bangalore,Highway,Truck,Damaged,Day,2,Serious,12.936318,77.618952
4536,2024-09-04,22:37,Mumbai,Rural,Bus,Damaged,Night,4,Serious,19.090571,72.875291
4537,2024-03-21,18:29,Delhi,Rural,Car,Wet,Day,2,Minor,28.708026,77.146134
4538,2024-07-30,21:28,Mumbai,Urban,Bike,Wet,Night,3,Fatal,19.07023,72.907042
4539,2024-12-03,10:14,Chennai,Urban,Car,Dry,Day,1,Minor,13.113141,80.224205
4540,2024-01-14,21:00,Mumbai,Highway,Bus,Dry,Night,2,Serious,19.039288,72.894855
4541,2024-04-20,09:02,Mumbai,Rural,Truck,Wet,Day,4,Minor,19.042181,72.883707
4542,2024-05-29,22:11,Chennai,Urban,Bike,Dry,Night,1,Serious,13.074828,80.235784
4543,2024-07-06,20:04,Mumbai,Highway,Bus,Wet,Night,1,Fatal,19.065942,72.913836
4544,2024-01-31,00:18,Delhi,Highway,Car,Dry,Night,2,Serious,28.72598,77.103632
4545,2024-05-13,04:33,Mumbai,Highway,Bus,Wet,Night,2,Fatal,19.104731,72.843481
4546,2024-09-01,01:51,Chennai,Highway,Bus,Dry,Night,2,Serious,13.08572,80.313615
4547,2024-02-09,00:02,Mumbai,Rural,Bike,Wet,Night,4,Fatal,19.09985,72.918963
4548,2024-03-26,18:21,Mumbai,Rural,Truck,Wet,Day,4,Minor,19.049827,72.902279
4549,2024-11-11,16:14,Mumbai,Rural,Truck,Damaged,Day,2,Minor,19.113428,72.853087
4550,2024-06-08,20:37,Mumbai,Rural,Truck,Damaged,Night,2,Serious,19.056575,72.901246
4551,2024-07-20,09:43,Delhi,Highway,Truck,Wet,Day,2,Serious,28.701516,77.086984
4552,2024-09-22,01:29,Mumbai,Rural,Bike,Dry,Night,3,Serious,19.032297,72.889724
4553,2024-05-28,02:25,Delhi,Highway,Bike,Wet,Night,2,Fatal,28.706811,77.138759
4554,2024-09-24,18:11,Chennai,Rural,Truck,Wet,Day,2,Minor,13.061842,80.25842
4555,2024-04-03,21:41,Mumbai,Urban,Car,Damaged,Night,4,Serious,19.116358,72.91137
4556,2024-04-22,03:54,Chennai,Rural,Car,Damaged,Night,3,Serious,13.10772,80.293702
4557,2024-10-09,03:21,Bangalore,Highway,Truck,Damaged,Night,3,Fatal,13.010564,77.590423
4558,2024-06-01,20:37,Delhi,Highway,Bike,Dry,Night,3,Fatal,28.719547,77.128525
4559,2024-08-02,22:55,Bangalore,Urban,Bus,Wet,Night,4,Serious,13.008574,77.55158
4560,2024-01-31,00:19,Delhi,Urban,Bus,Wet,Night,1,Serious,28.743857,77.111681
4561,2024-05-18,06:50,Chennai,Rural,Truck,Wet,Day,2,Minor,13.035996,80.269679
4562,2024-12-21,13:13,Delhi,Highway,Car,Damaged,Day,3,Serious,28.747024,77.121437
4563,2024-11-27,15:42,Bangalore,Highway,Truck,Dry,Day,3,Minor,12.949058,77.570255
4564,2024-01-26,01:38,Delhi,Highway,Bike,Dry,Night,4,Fatal,28.716427,77.143337
4565,2024-01-26,12:22,Chennai,Highway,Bike,Dry,Day,3,Serious,13.03703,80.233077
4566,2024-03-06,07:34,Bangalore,Urban,Car,Dry,Day,4,Minor,12.942365,77.578398
4567,2024-01-03,12:12,Mumbai,Urban,Bike,Dry,Day,4,Minor,19.033732,72.876384
4568,2024-02-14,19:41,Bangalore,Rural,Car,Damaged,Night,1,Serious,12.982616,77.608398
4569,2024-03-09,03:36,Mumbai,Urban,Bus,Dry,Night,1,Minor,19.099264,72.833689
4570,2024-02-17,03:45,Chennai,Rural,Bike,Wet,Night,2,Fatal,13.066863,80.284337
4571,2024-05-08,07:20,Chennai,Highway,Car,Dry,Day,3,Minor,13.108131,80.307143
4572,2024-03-10,09:50,Chennai,Rural,Car,Damaged,Day,1,Minor,13.120543,80.283165
4573,2024-01-09,04:29,Delhi,Rural,Truck,Wet,Night,1,Serious,28.672378,77.124713
4574,2024-12-13,13:00,Bangalore,Rural,Bus,Dry,Day,1,Minor,13.00154,77.601507
4575,2024-08-11,19:03,Mumbai,Urban,Car,Damaged,Night,3,Serious,19.058383,72.853425
4576,2024-08-20,01:19,Delhi,Rural,Bike,Wet,Night,3,Fatal,28.680279,77.052838
4577,2024-05-25,05:58,Bangalore,Rural,Truck,Damaged,Night,4,Serious,12.955172,77.561767
4578,2024-01-10,20:12,Bangalore,Highway,Car,Damaged,Night,4,Fatal,12.960609,77.565655
4579,2024-10-02,09:05,Chennai,Highway,Car,Damaged,Day,2,Serious,13.06197,80.240683
4580,2024-07-25,08:16,Delhi,Urban,Car,Wet,Day,2,Minor,28.728862,77.114099
4581,2024-01-20,04:44,Delhi,Rural,Car,Wet,Night,4,Serious,28.713031,77.07506
4582,2024-12-01,18:47,Chennai,Urban,Bus,Dry,Day,3,Minor,13.090659,80.282687
4583,2024-11-13,01:41,Chennai,Rural,Truck,Dry,Night,4,Minor,13.06394,80.320571
4584,2024-09-01,21:42,Bangalore,Urban,Bike,Wet,Night,4,Fatal,13.015727,77.589296
4585,2024-09-05,11:03,Mumbai,Highway,Bus,Dry,Day,3,Minor,19.026136,72.926625
4586,2024-12-11,13:36,Delhi,Urban,Car,Wet,Day,3,Minor,28.716151,77.110216
4587,2024-10-04,08:58,Chennai,Rural,Bus,Wet,Day,1,Minor,13.072696,80.228527
4588,2024-11-04,10:39,Chennai,Rural,Bike,Wet,Day,3,Serious,13.085387,80.30384
4589,2024-01-22,09:11,Delhi,Urban,Truck,Dry,Day,1,Minor,28.738235,77.128638
4590,2024-09-02,00:10,Mumbai,Urban,Bus,Damaged,Night,2,Serious,19.033996,72.915864
4591,2024-03-08,01:39,Delhi,Rural,Bus,Damaged,Night,4,Serious,28.748563,77.084343
4592,2024-03-14,23:25,Delhi,Urban,Truck,Damaged,Night,1,Serious,28.731921,77.090253
4593,2024-01-31,14:35,Bangalore,Urban,Bike,Wet,Day,4,Serious,13.013401,77.559059
4594,2024-08-17,03:25,Bangalore,Highway,Car,Damaged,Night,2,Fatal,12.932558,77.625766
4595,2024-04-23,11:41,Mumbai,Highway,Car,Dry,Day,2,Minor,19.108063,72.919301
4596,2024-08-13,08:35,Delhi,Urban,Truck,Wet,Day,1,Minor,28.739511,77.073192
4597,2024-10-27,06:40,Mumbai,Urban,Bike,Dry,Day,2,Minor,19.117093,72.836582
4598,2024-05-19,06:27,Delhi,Highway,Car,Damaged,Day,2,Serious,28.748494,77.065002
4599,2024-07-22,17:46,Delhi,Rural,Bike,Wet,Day,3,Serious,28.676072,77.066504
4600,2024-01-08,19:20,Chennai,Highway,Car,Damaged,Night,1,Fatal,13.076344,80.254419
4601,2024-02-10,03:56,Delhi,Urban,Truck,Damaged,Night,4,Serious,28.719502,77.052998
4602,2024-01-22,22:58,Mumbai,Urban,Bike,Dry,Night,2,Serious,19.071931,72.887567
4603,2024-12-01,05:07,Mumbai,Urban,Car,Wet,Night,3,Serious,19.056732,72.915391
4604,2024-05-04,22:36,Bangalore,Highway,Bike,Damaged,Night,4,Fatal,12.952211,77.558868
4605,2024-03-09,07:07,Mumbai,Rural,Car,Wet,Day,1,Minor,19.041633,72.894467
4606,2024-02-13,14:57,Mumbai,Rural,Truck,Dry,Day,4,Minor,19.076611,72.88099
4607,2024-01-18,23:54,Chennai,Highway,Car,Damaged,Night,3,Fatal,13.035605,80.235374
4608,2024-05-02,18:58,Chennai,Rural,Car,Wet,Day,2,Minor,13.088888,80.308817
4609,2024-03-03,09:26,Chennai,Rural,Bus,Dry,Day,1,Minor,13.042037,80.318358
4610,2024-01-20,08:44,Delhi,Highway,Car,Dry,Day,1,Minor,28.669049,77.103374
